GENE,Annotation,CLDN01,CLDN02,CLDN03,CLDN04,CLDN05,CLDN06,CLDN07,CLDN08,CLDN09,CLDN10,CLDN11,CLDN12,CLDN14,CLDN15,CLDN16,CLDN18.1,CLDN18.2,CLDN19A,CLDN19B,CLDN20,CLDN22,CLDN23,CLDN24,
TGFBR1,Tight junction,nan,nan,nan,nan,18.13523826,nan,nan,9.555890526,nan,14.79057017,17.75063837,16.13578411,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
TJP1,Tight junction,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.719367248,nan,nan,nan,nan,nan,nan,nan,nan
VAPA,Tight junction,nan,nan,nan,nan,nan,nan,nan,nan,9.114876102,nan,nan,nan,9.197261377,8.714623689,nan,13.25076748,10.29660196,nan,nan,nan,nan,12.21731166,11.49029918
VAPA,Tight junction,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.394598625,nan
CDH3,Adherens junction,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.588737654,nan,nan,nan,8.176525962,nan,nan,nan,nan
CNN2,Adherens junction,nan,nan,nan,nan,nan,nan,9.898712739,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CNN3,Adherens junction,nan,nan,nan,nan,nan,nan,4.670621483,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
DAG1,Adherens junction,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.9216332,nan,nan,nan,nan,nan,nan,nan,nan,nan
EHD4,Adherens junction,nan,nan,nan,nan,nan,nan,12.58954139,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
EMD,Adherens junction,nan,nan,nan,nan,nan,nan,nan,nan,nan,20.20447189,nan,9.2646062,nan,12.78942386,nan,nan,nan,nan,nan,8.61501854,nan,nan,nan
EPHA2,Adherens junction,nan,nan,nan,nan,nan,nan,nan,nan,8.588043231,nan,nan,nan,10.65794365,8.912182579,nan,11.86953692,9.502134225,nan,nan,nan,7.782586479,9.414005034,7.675174928
ESYT2,Adherens junction,nan,nan,nan,nan,nan,nan,nan,nan,nan,14.57110204,nan,6.508168412,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
EZR,Adherens junction,nan,nan,nan,nan,nan,nan,12.88988435,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
FLOT1,Adherens junction,nan,nan,nan,nan,nan,nan,4.192577672,8.519186373,11.08354263,9.463174907,6.301474672,7.738761878,nan,nan,nan,nan,9.188470828,nan,nan,11.30043443,nan,9.991483709,nan
GPRC5A,Adherens junction,nan,nan,nan,nan,10.63403633,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
HSPA5,Adherens junction,nan,nan,nan,nan,19.84576357,nan,nan,nan,15.18720235,nan,6.444120639,nan,23.48497216,nan,nan,11.61395607,12.749767,nan,25.03588245,nan,nan,11.8065606,nan
HSPA8,Adherens junction,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,15.53707811,7.498119324
KTN1,Adherens junction,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.11827553,nan,nan,nan,nan,nan,nan
LASP1,Adherens junction,nan,nan,nan,nan,nan,nan,8.449783724,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
LMO7,Adherens junction,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.602723965,nan,nan,nan,nan,nan
LYN,Adherens junction,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.295947139,nan,nan,nan,nan,nan,nan,nan
NECTIN2,Adherens junction,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.768973516,nan,nan,nan,nan,nan,nan,nan
PKP2,Adherens junction,nan,nan,nan,6.781768634,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
PVR,Adherens junction,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.230640419,nan,nan,nan,nan,nan,nan,nan
RAB11B,Adherens junction,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.27899538,nan,nan,nan,nan,nan,nan,nan,nan,nan
RAB1A,Adherens junction,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.64804714,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SDCBP,Adherens junction,nan,nan,nan,nan,nan,nan,nan,16.88982167,nan,nan,9.933445315,nan,nan,15.8813408,nan,nan,nan,nan,nan,nan,nan,nan,nan
SLC3A2,Adherens junction,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.460588167,nan,10.55625946,9.053859078,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
TES,Adherens junction,nan,nan,nan,nan,nan,nan,4.115480555,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
TMPO,Adherens junction,nan,nan,nan,nan,nan,nan,nan,nan,7.249983185,nan,nan,nan,nan,nan,nan,9.905068602,nan,nan,6.927361418,nan,nan,8.809398796,6.781039299
VAPB,Adherens junction,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.53541167,nan
VEZT,Adherens junction,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12.42562608,nan,14.37133099,nan
ACTN4,Cell junction,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.80319554,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.164601171
ADAM17,Cell junction,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,24.18313829,nan,nan
ARHGAP21,Cell junction,nan,nan,nan,nan,10.24758111,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ATAD1,Cell junction,9.398984298,nan,nan,nan,nan,nan,nan,nan,10.00823531,nan,nan,nan,10.89298247,7.55979379,nan,9.5585682,nan,nan,11.39822851,11.68475123,nan,nan,nan
CASK,Cell junction,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.486910899,nan,nan,nan,nan,6.897606089
CDC42,Cell junction,nan,nan,nan,7.034179094,nan,nan,nan,10.77691719,nan,10.54800927,nan,10.96228631,nan,13.64000126,nan,13.09014587,9.685105437,nan,10.31769156,nan,nan,nan,nan
CHRNB1,Cell junction,nan,nan,nan,nan,12.67087009,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
COL17A1,Cell junction,nan,8.552224095,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.617255822,nan,nan,nan,nan,8.784686457,nan,nan,nan,nan
HPN,Cell junction,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.061654172,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KCNK1,Cell junction,nan,nan,nan,nan,nan,nan,nan,nan,13.98061716,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
PI4K2A,Cell junction,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.934563933,9.494047561,nan,nan,nan,nan,nan,nan
PKP4,Cell junction,nan,nan,14.06850999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
PTK7,Cell junction,9.155258355,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14.63444166,10.39612538,nan,10.72180262,10.04576289,nan,8.852340635,nan,nan,10.83018902,nan
RABAC1,Cell junction,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13.25219442,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
RAP1A,Cell junction,nan,nan,nan,nan,nan,nan,nan,nan,11.36303106,nan,nan,nan,10.23440057,11.55588113,nan,15.05552888,nan,nan,7.553444881,nan,nan,14.71937879,10.21810032
RAP1B,Cell junction,nan,nan,nan,nan,nan,nan,nan,nan,11.41982209,nan,nan,6.754317376,9.857206449,10.54483349,nan,11.82910709,nan,nan,nan,nan,nan,9.023982733,nan
RGS17,Cell junction,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.490398071,nan,nan,nan
SCAMP1,Cell junction,nan,nan,nan,nan,nan,nan,nan,nan,7.379786722,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SLC2A1,Cell junction,15.83637646,10.55675596,nan,7.507328004,12.34781331,8.601836235,10.92046566,14.04841711,9.241605142,15.62728722,nan,12.66694187,13.17523333,14.43680844,6.750566078,16.80111452,16.48170706,nan,13.33920149,20.10040821,10.57604527,10.41346092,nan
TFB2M,Cell junction,nan,nan,7.395554979,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12.66720204,nan,nan,nan,nan,nan,nan,nan
VAMP2,Cell junction,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.618298095,nan,10.28203594,nan,nan,nan,nan,nan,nan,nan
VAMP7,Cell junction,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13.29762475,nan,nan,nan,nan,nan,nan,nan,nan,nan
ABCB1,Apical plasma membrane,nan,nan,nan,nan,13.50370079,nan,nan,nan,nan,nan,nan,10.13617683,nan,nan,5.588546336,nan,nan,nan,nan,nan,nan,nan,nan
ATP1A1,Apical plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.373394728,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ATP2B1,Apical plasma membrane,nan,nan,nan,nan,8.01732836,nan,nan,nan,nan,10.56430141,9.111657073,8.796375201,nan,8.4738692,nan,nan,nan,nan,nan,10.88586005,nan,8.014853105,nan
CAV1,Apical plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.22490965,nan,8.46131082,nan,nan,nan,nan,nan,nan,nan,nan,nan
CIB1,Apical plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.4646811,nan,nan,nan,nan,nan,nan,12.23263414,nan,nan,nan,nan,nan,nan
ERBB2,Apical plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.015528419,nan,nan,nan,nan,nan,nan,nan,nan
FZD6,Apical plasma membrane,11.27173315,nan,nan,nan,9.337242335,nan,nan,nan,11.6267718,nan,5.522816177,nan,20.02596687,nan,nan,nan,nan,nan,11.47051014,nan,nan,13.23699404,10.15193171
GJA1,Apical plasma membrane,10.73618429,nan,nan,nan,nan,nan,nan,nan,nan,nan,12.29018348,9.831188522,nan,15.28293817,6.731056189,nan,12.49815849,nan,13.11898842,nan,nan,nan,nan
MUC1,Apical plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13.12697775,nan,10.09832011,14.7678925,nan,nan,nan,nan,nan,nan
MUC20,Apical plasma membrane,nan,nan,nan,nan,10.90166475,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
PROM2,Apical plasma membrane,nan,nan,nan,nan,22.5689394,nan,nan,nan,nan,nan,nan,nan,12.05890824,nan,nan,nan,nan,nan,19.79596309,nan,nan,nan,nan
RAB27A,Apical plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,15.22638321,nan,8.277175721,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SLC22A18,Apical plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.035101064,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SLC4A2,Apical plasma membrane,10.7519461,nan,7.325883216,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.600086142,nan,nan,nan,nan
SLC7A5,Apical plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.68998397,nan,21.67056888,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SLC9A1,Apical plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.494534182,nan,nan,nan,nan,nan,nan,nan,nan,nan
STXBP2,Apical plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,8.306980384,nan,nan,nan,7.89743487,14.25822134,nan,12.14754955,11.10128272,nan,nan,nan,nan,nan,nan
TMEM30A,Apical plasma membrane,8.990642282,9.665647985,nan,nan,35.03376405,nan,6.411560262,nan,13.1980421,nan,8.637647552,nan,15.72054032,10.8504516,nan,9.027663062,9.019753309,nan,17.24967558,nan,nan,nan,nan
UPK1B,Apical plasma membrane,nan,nan,nan,nan,20.83125668,nan,nan,nan,23.90745988,nan,20.32809539,17.44031051,14.89285707,8.887354505,nan,11.5966272,13.22402776,9.605502364,30.25539148,nan,nan,10.27706028,nan
UPK3A,Apical plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.559826287,6.519433874,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ABCC4,Basolateral plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.900189288,nan,10.4313547,10.8211168,nan,7.356684663,nan,nan,nan,nan
ATP2B4,Basolateral plasma membrane,nan,nan,nan,nan,8.067616593,nan,nan,nan,nan,nan,7.691190224,8.399901641,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.199650702,nan
ATP7B,Basolateral plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.103728719,nan,nan,nan,nan
CDH17,Basolateral plasma membrane,11.53202285,nan,10.2199959,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12.83604591,nan,nan,nan,nan,nan,nan,nan
CNNM4,Basolateral plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,11.31129732,nan,nan,nan,6.477155876,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
HEPH,Basolateral plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.37358355,nan,nan,10.04903823,nan,nan,nan,nan,nan,nan,nan,nan,nan
ITGA3,Basolateral plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.76692493,8.168669131,nan,nan,nan,nan,nan,nan,nan,9.369227458,nan
ST14,Basolateral plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.349292359,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
STX4,Basolateral plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.598038039,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
TFRC,Basolateral plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.350318793,13.24149418,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ABLIM1,Cytoskeleton,nan,nan,nan,6.930610494,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AFAP1,Cytoskeleton,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.03696195,nan,nan,nan,nan,nan
ARL6IP5,Cytoskeleton,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.287146951,nan,nan,nan,nan,nan,nan,nan,nan,nan
AURKA,Cytoskeleton,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.595427986
CHP1,Cytoskeleton,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.61053004,7.37572205
CKAP4,Cytoskeleton,nan,nan,nan,nan,nan,nan,nan,nan,nan,15.47330612,nan,nan,nan,7.532580426,nan,nan,nan,nan,nan,nan,7.884920106,10.25078576,10.52796249
CORO1C,Cytoskeleton,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.629646118
DHCR24,Cytoskeleton,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.717759495,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
EVC2,Cytoskeleton,nan,nan,nan,nan,12.14658889,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
HSPB1,Cytoskeleton,nan,nan,nan,nan,nan,nan,4.642374339,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
MFN2,Cytoskeleton,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.870061526,10.58372682,nan,nan,nan
MPP1,Cytoskeleton,nan,nan,nan,nan,nan,nan,6.79177679,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NDC1,Cytoskeleton,nan,nan,nan,nan,nan,nan,nan,19.22144983,nan,nan,nan,nan,nan,11.77472689,nan,nan,nan,nan,nan,nan,nan,nan,nan
PLK1,Cytoskeleton,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.2705696,nan,nan,nan,nan
PPP2R1A,Cytoskeleton,nan,nan,nan,nan,nan,nan,4.421607697,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
RAB5A,Cytoskeleton,nan,nan,nan,nan,nan,nan,nan,nan,9.602936004,10.57815946,nan,9.646322745,6.879402289,11.76995619,nan,15.336954,9.445292938,nan,nan,9.476704086,nan,nan,nan
RASSF1,Cytoskeleton,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.009409712,nan
SGCB,Cytoskeleton,nan,nan,nan,nan,nan,nan,nan,nan,8.148681216,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SLC30A9,Cytoskeleton,nan,nan,nan,nan,13.5512668,nan,nan,nan,nan,nan,nan,10.77080536,nan,10.09835586,nan,nan,nan,nan,nan,10.32859447,nan,nan,nan
SLC7A11,Cytoskeleton,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.935476951,nan,nan,nan,nan,nan,nan,nan,nan,nan
STOM,Cytoskeleton,8.910642888,nan,nan,nan,15.53955902,nan,nan,nan,9.157722099,22.23906226,8.024347504,18.99146844,8.248212645,11.63225257,nan,12.31683204,12.14135313,nan,9.269533767,15.84462033,11.78283878,10.26256751,nan
STUB1,Cytoskeleton,11.26550531,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.317918506,nan,nan,nan,nan,nan,nan,nan,nan,12.50265725,nan
TPM4,Cytoskeleton,nan,nan,nan,nan,nan,nan,4.54152048,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
TPX2,Cytoskeleton,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.947182704,nan,nan,nan,nan,nan
ANKRD13A,Caveola-Endosome-Lysosome,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.18776952,nan,nan,nan,12.3489194,nan,nan,nan,nan,6.916540255,nan,nan,nan,nan
ANKRD27,Caveola-Endosome-Lysosome,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.737899398,nan,nan,nan,nan,nan
ANTXR2,Caveola-Endosome-Lysosome,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.113863716,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ARL8B,Caveola-Endosome-Lysosome,nan,nan,nan,nan,7.751206358,nan,nan,nan,nan,10.84490223,nan,13.38447911,nan,8.962542358,nan,nan,nan,nan,nan,nan,nan,nan,nan
ATP11A,Caveola-Endosome-Lysosome,nan,nan,nan,nan,nan,nan,nan,nan,10.16814081,nan,nan,nan,6.587824362,8.02600821,nan,9.736738314,nan,nan,6.839242817,nan,8.430375836,nan,8.571558914
ATP6AP1,Caveola-Endosome-Lysosome,nan,nan,nan,nan,8.69504153,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CAV2,Caveola-Endosome-Lysosome,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.459226049,nan,nan,nan,8.64387129,nan,nan,nan,nan,nan,nan,nan
CCDC115,Caveola-Endosome-Lysosome,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.822014784,nan
CHMP6,Caveola-Endosome-Lysosome,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.786676394,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
DERL2,Caveola-Endosome-Lysosome,nan,nan,nan,nan,8.14557892,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14.65721387,nan,nan,9.215320857,nan,nan,nan
DNAJC13,Caveola-Endosome-Lysosome,nan,nan,nan,nan,nan,nan,nan,nan,8.141330675,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
F2RL1,Caveola-Endosome-Lysosome,15.01248819,nan,nan,nan,12.11602059,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
GLMP,Caveola-Endosome-Lysosome,nan,nan,nan,nan,nan,nan,nan,10.2484139,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
GOSR2,Caveola-Endosome-Lysosome,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,20.72743395,nan,nan,nan,nan,nan,nan,nan,nan,nan
HMOX1,Caveola-Endosome-Lysosome,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,21.99599824,nan,nan,14.5144842,nan,nan,nan,nan,nan,nan
ITM2B,Caveola-Endosome-Lysosome,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.831954178,nan,nan,nan,nan,nan,7.130563373,nan,nan,nan,nan
ITM2C,Caveola-Endosome-Lysosome,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.644339456,10.27212451,nan,nan,nan,nan,nan,nan,nan,nan,nan
LAMTOR1,Caveola-Endosome-Lysosome,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.67755128,6.195044486,6.160521905,nan,nan,nan,12.52145175,nan,nan,nan,nan,nan,nan,nan
LRPAP1,Caveola-Endosome-Lysosome,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.05170699,17.06644713,nan,nan,nan,nan,nan,nan,nan,nan,nan
LY96,Caveola-Endosome-Lysosome,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.02293167,nan,nan,nan,nan
M6PR,Caveola-Endosome-Lysosome,nan,nan,nan,nan,nan,nan,nan,17.81142741,nan,nan,4.736111286,16.50275236,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NRP1,Caveola-Endosome-Lysosome,nan,nan,nan,nan,nan,nan,nan,nan,nan,14.32246566,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
OCIAD1,Caveola-Endosome-Lysosome,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.999422499,nan,nan,14.62962439,19.70416379,nan,nan,nan,nan,nan,nan,nan,nan,nan
PON2,Caveola-Endosome-Lysosome,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.557601457,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
PRAF2,Caveola-Endosome-Lysosome,nan,nan,nan,nan,nan,nan,nan,nan,7.216118833,nan,nan,nan,nan,nan,nan,nan,14.58326822,nan,nan,nan,nan,nan,nan
PTGS2,Caveola-Endosome-Lysosome,nan,8.644555691,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.460769746,nan
RAB11FIP1,Caveola-Endosome-Lysosome,8.971254708,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
RAB23,Caveola-Endosome-Lysosome,nan,nan,nan,nan,nan,nan,nan,nan,15.11446447,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
RAB31,Caveola-Endosome-Lysosome,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.230910333,nan,nan,nan,nan,nan,10.87877571,nan,nan,nan
RAB35,Caveola-Endosome-Lysosome,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16.58503512,nan
